id,text,dimension,indicator,perspective_type,setting
272,"As a caregiver, I appreciate the AI reminders for medication schedules and follow-up appointments; they reduce the burden of remembering everything.",Advantages of implementing AI in health care,System improvements,caregiver,patient portal
287,"I appreciate the AI tool that helps with medication reconciliation, ensuring my prescriptions are accurate and up-to-date across different providers.",Advantages of implementing AI in health care,System improvements,patient,pharmacy
277,"As a family member, I'm relieved that the AI monitoring system alerts nurses promptly if a patient's condition changes, leading to quicker interventions.",Advantages of implementing AI in health care,System improvements,family member,hospital
237,The AI-driven sepsis early warning system in the hospital has led to faster interventions by flagging at-risk patients before symptoms become critical.,Advantages of implementing AI in health care,System improvements,intensivist,hospital intensive care unit
236,Real-time AI dashboards showing emergency department wait times and room status help the whole team coordinate better and move patients along more smoothly.,Advantages of implementing AI in health care,System improvements,emergency department nurse,hospital emergency department
264,"I get text updates from the AI system about my appointment status, like 'roomed now' or 'doctor running 10 minutes late,' which reduces my uncertainty in the waiting room.",Advantages of implementing AI in health care,System improvements,patient,ambulatory care center
240,"The AI tool that standardizes discharge summaries ensures all key instructions and medication changes are clearly documented, reducing readmissions.",Advantages of implementing AI in health care,System improvements,hospitalist,general medicine ward
216,The new AI scheduling system cut my average wait time for a routine check-up from three weeks to just a few days.,Advantages of implementing AI in health care,System improvements,patient,primary care clinic
249,I've noticed the new AI-driven phone system for the nurse advice line has shorter queues and more accurate call routing to the right type of clinician.,Advantages of implementing AI in health care,System improvements,patient,telephone triage service
239,"Using AI to analyze operational data, our health system has optimized lab specimen transport routes, getting samples to the lab faster.",Advantages of implementing AI in health care,System improvements,hospital operations director,large hospital system
271,Our community health program now reaches more people because AI helps us allocate resources and schedule visits efficiently.,Advantages of implementing AI in health care,System improvements,public health worker,community health setting
229,"The new AI for clinical note transcription is saving doctors hours of paperwork daily, allowing more face-to-face time with patients during appointments.",Advantages of implementing AI in health care,System improvements,medical resident,university hospital
217,"Using the AI-powered patient portal, I can now refill prescriptions and message my doctor in under a minute, which saves everyone time.",Advantages of implementing AI in health care,System improvements,patient,specialist clinic
248,"The system that uses AI to match patients with the most appropriate provider based on specialty, location, and schedule has reduced referral friction.",Advantages of implementing AI in health care,System improvements,referral coordinator,integrated health network
